gretl	/software /art/film
phoenix	/product/airplane /software /music /person/actor /person/artist /food /art /product/ship /person /living_thing /event /product /broadcast_program /person/author /person/musician /written_work /game /computer/programming_language /art/film /location /astral_body /location/city /organization /organization/company
sierpc	/location/city /location
aljubarrota	/location
were	/person/artist /person
lazlo	/person
sharpley	/location/city /location
amb	/location /person/artist /person /organization /person/musician /organization/company
balasore	/location/city /location
chaguanas	/location/city /location
submerging	/product
sriram	/person/actor /person/artist /person/director /person/author /person
milnor	/location/city /location
alaric	/software /person/actor /person/artist /person
fling	/game /person/artist /art/film /person/musician
franktown	/location/city /location
eastchurch	/location/city /location
struct	/person/artist
roborough	/location
whiteboard	/art/film
miscreants	/person/artist /written_work
summarize	/product
fct	/organization /organization/educational_institution /building /location
heavenly	/music /person/actor /product /person /person/musician /art/film /location /person/artist /organization /person/author /organization/company
eleutherius	/person
seidman	/person/author /person
tranquility	/music /person/artist /building /written_work /game /art/film /location /art /product /location/city
ullswater	/location /location/body_of_water
ilion	/location/city /location /written_work
pavla	/person
nivernais	/location/city /location
konstanz	/location/city /location
echizen	/location/city /location
puscifer	/person/musician /person/artist
cambrai	/location/city /location
michiana	/location/city /location
chocolatier	/game /title
portpatrick	/location/city /location
murza	/person/actor /person
royal	/person/actor /product /person/musician /written_work /location /person/artist /location/city /person/author /person
cryo	/person/musician /person/artist
kiddy	/written_work
compilation	/product
kenaf	/living_thing
trifluoromethyl	/chemistry
gavriel	/music /person
panaji	/location/city /location
novelas	/product
touchback	/art/film
abdullah	/art/film /person/artist /product /person/musician /person
jerusha	/person/artist
pyrgulina	/living_thing
haring	/location/city /location /person
macey	/person/actor /location /location/city /person/athlete /person
microbes	/product
costco	/organization /organization/company
dunce	/biology
pen	/person/actor /software /location /person/artist /location/city /play /written_work /person
dojran	/location/city /location
examination	/art/film
scapegoats	/person/musician /person/artist
ravin	/person/artist /person
sitno	/geography/mountain /location
justina	/person/actor /location /location/city /person/author /written_work /person
backwards	/music /art/film /written_work
awaaz	/art/film /broadcast_program
robey	/person/actor /person/artist /person/musician /location /location/city /person/athlete /person
licinianus	/person
pung	/person/musician /person/artist
chorin	/location/city /location
keene	/location/city /location /person/artist /person
pierrette	/person
tivat	/location/city /location
massawa	/location/city /location
perlita	/person/actor /person
bourton	/location/city /location
acari	/living_thing /organization /organization/company
kanter	/person/author /person
nectarine	/location /person/artist /product /location/city /food
besson	/organization /person /organization/company
ornipholidotos	/living_thing
valemount	/location/city /location
robinia	/living_thing
newsy	/software /internet/website /broadcast_program
labrador	/living_thing /art/film /location /product /person/artist /person/musician /written_work
alliedsignal	/organization /organization/company
nomos	/god /person/artist /location /organization /person/musician /organization/company
tanu	/person/actor /person/artist /person
quoit	/person/musician /person/artist /person
dianna	/person/author /person
rural	/person/actor /person/artist /person/musician /location /location/city /person /person/author /organization/company
orthez	/location/city /location
painswick	/location/city /location
thromboxane	/chemistry
leucomelas	/living_thing
rocksmith	/game /product
tarentola	/living_thing
lajes	/location
yagya	/person/artist /person
interstitial	/person/artist /person
caterpillar	/living_thing /music /person/artist /person/engineer /art/film /art /product /organization /organization/company
giro	/location /person/artist /person /location/city /organization /organization/company
democrats	/organization
gurdas	/person/actor /person
schutterij	/organization
prem	/living_thing /person/actor /person/artist /person/director /art/film /location /location/city /person/author /person
kimba	/person/actor /location/city /location /person
aachen	/location/city /location
rhydian	/person/actor /person/artist /product /person
bobbili	/location/city /location
bernadotte	/location/city /location
admiralties	/location /geography/island
cherno	/music
lonardo	/person/actor /person
bao	/game /art/film /person/artist /person/musician /person
gottschee	/location /written_work
extortion	/person/musician /person/artist
gipson	/location/city /location
panopticon	/software /person/artist /building /person/engineer /person/musician /location /product /organization /organization/company /person
transfer	/music /person/artist /person/musician /written_work /art/film /location /product /location/city
